Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price, Profit , Cost , Sales 
6/12/2011,12,June,2011,19,Youth (<25),Male,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",2,308,565, $277 , $616 , $893 
6/12/2011,12,June,2011,34,Young Adults (25-34),Male,Germany,Hessen,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578," $2,313 "," $4,342 "," $6,655 "
6/12/2011,12,June,2011,43,Adults (35-64),Female,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120, $396 , $713 ," $1,109 "
6/12/2011,12,June,2011,40,Adults (35-64),Female,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 52",2,487,783, $373 , $974 ," $1,347 "
6/12/2011,12,June,2011,19,Youth (<25),Male,Germany,Hamburg,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578," $2,313 "," $4,342 "," $6,655 "
6/12/2011,12,June,2011,30,Young Adults (25-34),Female,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",1,487,783, $124 , $487 , $611 
6/12/2011,12,June,2011,61,Adults (35-64),Female,United States,Oregon,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701, $380 ," $1,083 "," $1,463 "
6/12/2011,12,June,2011,41,Adults (35-64),Male,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443," $1,345 "," $4,665 "," $6,010 "
6/12/2011,12,June,2011,27,Young Adults (25-34),Female,United States,California,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540, $185 , $344 , $529 
6/12/2011,12,June,2011,45,Adults (35-64),Male,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540, $83 , $344 , $427 
6/12/2011,12,June,2011,26,Young Adults (25-34),Male,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578," $1,335 "," $2,171 "," $3,506 "
6/13/2011,13,June,2011,40,Adults (35-64),Female,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295, $745 ," $1,252 "," $1,997 "
6/13/2011,13,June,2011,43,Adults (35-64),Male,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,1252,2295," $1,614 "," $3,756 "," $5,370 "
6/13/2011,13,June,2011,43,Adults (35-64),Female,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540, $349 , $688 ," $1,037 "
6/13/2011,13,June,2011,47,Adults (35-64),Male,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540, $83 , $344 , $427 
6/14/2011,14,June,2011,19,Youth (<25),Male,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295, $745 ," $1,252 "," $1,997 "
6/14/2011,14,June,2011,44,Adults (35-64),Male,United States,California,Bikes,Mountain Bikes,"Mountain-100 Black, 42",2,1898,3375," $2,819 "," $3,796 "," $6,615 "
6/14/2011,14,June,2011,25,Young Adults (25-34),Female,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",4,1555,2443," $2,282 "," $6,220 "," $8,502 "
6/14/2011,14,June,2011,43,Adults (35-64),Male,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578," $1,335 "," $2,171 "," $3,506 "
6/15/2011,15,June,2011,42,Adults (35-64),Male,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 48",2,487,783, $373 , $974 ," $1,347 "
6/15/2011,15,June,2011,40,Adults (35-64),Female,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443, $839 ," $1,555 "," $2,394 "
6/15/2011,15,June,2011,27,Young Adults (25-34),Male,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443, $570 ," $1,555 "," $2,125 "
6/15/2011,15,June,2011,40,Adults (35-64),Male,Germany,Saarland,Bikes,Road Bikes,"Road-650 Red, 52",1,487,783, $155 , $487 , $642 
6/15/2011,15,June,2011,22,Youth (<25),Female,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",3,344,540, $556 ," $1,032 "," $1,588 "
6/15/2011,15,June,2011,26,Young Adults (25-34),Female,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578," $2,671 "," $4,342 "," $7,013 "
6/16/2011,16,June,2011,37,Adults (35-64),Female,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120, $385 , $713 ," $1,098 "
6/16/2011,16,June,2011,49,Adults (35-64),Female,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443, $900 ," $1,519 "," $2,419 "
6/17/2011,17,June,2011,21,Youth (<25),Female,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443," $1,141 "," $3,110 "," $4,251 "
6/17/2011,17,June,2011,18,Youth (<25),Male,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701, $244 ," $1,083 "," $1,327 "
6/17/2011,17,June,2011,27,Young Adults (25-34),Female,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443, $750 ," $3,110 "," $3,860 "
6/17/2011,17,June,2011,17,Youth (<25),Female,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 42",4,1083,1701," $1,383 "," $4,332 "," $5,715 "
6/17/2011,17,June,2011,44,Adults (35-64),Male,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540, $241 , $688 , $929 
6/17/2011,17,June,2011,38,Adults (35-64),Female,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443, $864 ," $1,555 "," $2,419 "
6/18/2011,18,June,2011,18,Youth (<25),Male,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-500 Black, 40",3,295,540, $443 , $885 ," $1,328 "
6/18/2011,18,June,2011,18,Youth (<25),Female,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320," $1,505 "," $2,532 "," $4,037 "
6/18/2011,18,June,2011,57,Adults (35-64),Female,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",4,2171,3578," $2,479 "," $8,684 "," $11,163 "
6/18/2011,18,June,2011,28,Young Adults (25-34),Female,France,Nord,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540, $126 , $344 , $470 
6/18/2011,18,June,2011,19,Youth (<25),Male,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120, $769 ," $1,426 "," $2,195 "
6/18/2011,18,June,2011,44,Adults (35-64),Female,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701, $488 ," $2,166 "," $2,654 "
6/18/2011,18,June,2011,22,Youth (<25),Male,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-250 Black, 44",3,1555,2443," $1,711 "," $4,665 "," $6,376 "
6/18/2011,18,June,2011,62,Adults (35-64),Female,United States,Oregon,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701, $380 ," $1,083 "," $1,463 "
6/18/2011,18,June,2011,43,Adults (35-64),Female,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443, $484 ," $1,519 "," $2,003 "
6/18/2011,18,June,2011,24,Youth (<25),Female,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120, $769 ," $1,426 "," $2,195 "
6/18/2011,18,June,2011,46,Adults (35-64),Female,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540, $110 , $344 , $454 
6/19/2011,19,June,2011,44,Adults (35-64),Female,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295, $538 ," $1,252 "," $1,790 "
6/19/2011,19,June,2011,39,Adults (35-64),Male,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-100 Black, 48",1,1898,3375, $870 ," $1,898 "," $2,768 "
6/19/2011,19,June,2011,57,Adults (35-64),Female,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",4,2171,3578," $5,342 "," $8,684 "," $14,026 "
6/19/2011,19,June,2011,38,Adults (35-64),Female,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 44",4,1519,2443," $3,305 "," $6,076 "," $9,381 "
6/19/2011,19,June,2011,40,Adults (35-64),Male,France,Essonne,Bikes,Road Bikes,"Road-650 Black, 60",3,487,783, $794 ," $1,461 "," $2,255 "
6/19/2011,19,June,2011,41,Adults (35-64),Female,Germany,Bayern,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783, $288 , $487 , $775 
6/19/2011,19,June,2011,42,Adults (35-64),Male,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,713,1120," $1,187 "," $2,139 "," $3,326 "
6/19/2011,19,June,2011,41,Adults (35-64),Female,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443, $864 ," $1,555 "," $2,419 "
6/19/2011,19,June,2011,18,Youth (<25),Female,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540, $252 , $688 , $940 
6/19/2011,19,June,2011,17,Youth (<25),Female,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701, $601 ," $1,083 "," $1,684 "
6/19/2011,19,June,2011,40,Adults (35-64),Female,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540, $191 , $344 , $535 
6/19/2011,19,June,2011,26,Young Adults (25-34),Female,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540, $110 , $344 , $454 
6/19/2011,19,June,2011,26,Young Adults (25-34),Female,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578," $2,671 "," $4,342 "," $7,013 "
6/20/2011,20,June,2011,20,Youth (<25),Female,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",1,308,565, $184 , $308 , $492 
6/20/2011,20,June,2011,43,Adults (35-64),Female,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320," $1,008 "," $1,266 "," $2,274 "
6/20/2011,20,June,2011,24,Youth (<25),Male,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578," $1,335 "," $2,171 "," $3,506 "
6/20/2011,20,June,2011,22,Youth (<25),Male,United States,California,Bikes,Road Bikes,"Road-250 Red, 44",4,1519,2443," $3,501 "," $6,076 "," $9,577 "
6/20/2011,20,June,2011,42,Adults (35-64),Male,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540, $185 , $344 , $529 
6/20/2011,20,June,2011,46,Adults (35-64),Male,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540, $126 , $344 , $470 
6/20/2011,20,June,2011,17,Youth (<25),Male,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540, $126 , $344 , $470 
6/21/2011,21,June,2011,37,Adults (35-64),Male,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769, $334 , $420 , $754 
6/21/2011,21,June,2011,43,Adults (35-64),Female,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578, $620 ," $2,171 "," $2,791 "
6/21/2011,21,June,2011,41,Adults (35-64),Male,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578, $906 ," $2,171 "," $3,077 "
6/21/2011,21,June,2011,37,Adults (35-64),Female,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578," $1,884 "," $4,342 "," $6,226 "
6/21/2011,21,June,2011,52,Adults (35-64),Female,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120, $205 , $713 , $918 
6/21/2011,21,June,2011,26,Young Adults (25-34),Female,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443, $570 ," $1,555 "," $2,125 "
6/21/2011,21,June,2011,18,Youth (<25),Female,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540, $126 , $344 , $470 
6/21/2011,21,June,2011,48,Adults (35-64),Male,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 48",4,344,540, $762 ," $1,376 "," $2,138 "
6/21/2011,21,June,2011,28,Young Adults (25-34),Female,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",4,344,540, $395 ," $1,376 "," $1,771 "
6/22/2011,22,June,2011,44,Adults (35-64),Female,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",4,1252,2295," $2,520 "," $5,008 "," $7,528 "
6/22/2011,22,June,2011,60,Adults (35-64),Male,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578," $2,671 "," $4,342 "," $7,013 "
6/22/2011,22,June,2011,42,Adults (35-64),Female,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443," $1,678 "," $3,110 "," $4,788 "
6/22/2011,22,June,2011,20,Youth (<25),Male,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540, $219 , $688 , $907 
6/22/2011,22,June,2011,25,Young Adults (25-34),Female,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701, $261 ," $1,083 "," $1,344 "
6/23/2011,23,June,2011,45,Adults (35-64),Male,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",2,308,565, $503 , $616 ," $1,119 "
6/23/2011,23,June,2011,40,Adults (35-64),Male,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295, $676 ," $1,252 "," $1,928 "
6/23/2011,23,June,2011,29,Young Adults (25-34),Female,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320, $961 ," $1,266 "," $2,227 "
6/23/2011,23,June,2011,62,Adults (35-64),Male,United States,California,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",1,1912,3400," $1,420 "," $1,912 "," $3,332 "
6/23/2011,23,June,2011,27,Young Adults (25-34),Female,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 44",4,2171,3578," $3,624 "," $8,684 "," $12,308 "
6/23/2011,23,June,2011,43,Adults (35-64),Female,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578, $835 ," $2,171 "," $3,006 "
6/23/2011,23,June,2011,40,Adults (35-64),Female,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443," $2,517 "," $4,665 "," $7,182 "
6/23/2011,23,June,2011,39,Adults (35-64),Male,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120, $161 , $713 , $874 
6/23/2011,23,June,2011,21,Youth (<25),Female,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443, $570 ," $1,555 "," $2,125 "
6/23/2011,23,June,2011,43,Adults (35-64),Female,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120, $250 , $713 , $963 
6/23/2011,23,June,2011,44,Adults (35-64),Male,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540, $120 , $344 , $464 
6/23/2011,23,June,2011,53,Adults (35-64),Male,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120, $396 , $713 ," $1,109 "
6/23/2011,23,June,2011,17,Youth (<25),Female,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 38",2,713,1120, $523 ," $1,426 "," $1,949 "
6/23/2011,23,June,2011,41,Adults (35-64),Male,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 58",3,487,783, $371 ," $1,461 "," $1,832 "
6/23/2011,23,June,2011,17,Youth (<25),Female,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",3,344,540, $556 ," $1,032 "," $1,588 "
6/24/2011,24,June,2011,42,Adults (35-64),Male,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320," $3,023 "," $3,798 "," $6,821 "
6/24/2011,24,June,2011,37,Adults (35-64),Male,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578, $906 ," $2,171 "," $3,077 "
6/24/2011,24,June,2011,28,Young Adults (25-34),Male,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",4,2171,3578," $5,342 "," $8,684 "," $14,026 "
6/24/2011,24,June,2011,19,Youth (<25),Male,Germany,Hessen,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443, $717 ," $1,555 "," $2,272 "
6/24/2011,24,June,2011,44,Adults (35-64),Male,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",4,344,540, $741 ," $1,376 "," $2,117 "
6/24/2011,24,June,2011,26,Young Adults (25-34),Male,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 44",3,713,1120, $784 ," $2,139 "," $2,923 "
6/24/2011,24,June,2011,45,Adults (35-64),Male,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540, $252 , $688 , $940 
6/25/2011,25,June,2011,27,Young Adults (25-34),Male,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769, $636 , $840 ," $1,476 "
6/25/2011,25,June,2011,56,Adults (35-64),Male,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443, $387 ," $1,519 "," $1,906 "
6/25/2011,25,June,2011,40,Adults (35-64),Female,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443," $1,678 "," $3,110 "," $4,788 "
6/25/2011,25,June,2011,42,Adults (35-64),Male,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",3,344,540, $232 ," $1,032 "," $1,264 "
6/25/2011,25,June,2011,31,Young Adults (25-34),Female,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578, $906 ," $2,171 "," $3,077 "
6/26/2011,26,June,2011,21,Youth (<25),Female,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295," $1,122 "," $2,504 "," $3,626 "
6/26/2011,26,June,2011,17,Youth (<25),Female,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769, $188 , $420 , $608 
6/26/2011,26,June,2011,38,Adults (35-64),Female,France,Yveline,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443, $302 ," $1,555 "," $1,857 "
6/26/2011,26,June,2011,28,Young Adults (25-34),Male,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 52",3,2171,3578," $1,645 "," $6,513 "," $8,158 "
6/26/2011,26,June,2011,28,Young Adults (25-34),Female,France,Loiret,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578," $3,040 "," $6,513 "," $9,553 "
6/26/2011,26,June,2011,39,Adults (35-64),Male,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",3,1083,1701," $1,752 "," $3,249 "," $5,001 "
6/26/2011,26,June,2011,27,Young Adults (25-34),Male,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540, $349 , $688 ," $1,037 "
6/27/2011,27,June,2011,20,Youth (<25),Male,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",3,308,565, $500 , $924 ," $1,424 "
6/27/2011,27,June,2011,57,Adults (35-64),Male,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578, $620 ," $2,171 "," $2,791 "
6/27/2011,27,June,2011,37,Adults (35-64),Male,United States,California,Bikes,Road Bikes,"Road-650 Red, 48",1,487,783, $280 , $487 , $767 
6/27/2011,27,June,2011,37,Adults (35-64),Male,United States,California,Bikes,Road Bikes,"Road-650 Red, 48",1,487,783, $280 , $487 , $767 
6/27/2011,27,June,2011,37,Adults (35-64),Female,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120," $1,154 "," $2,139 "," $3,293 "
6/27/2011,27,June,2011,29,Young Adults (25-34),Male,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540, $154 , $688 , $842 
6/27/2011,27,June,2011,25,Young Adults (25-34),Male,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120, $228 , $713 , $941 
6/27/2011,27,June,2011,39,Adults (35-64),Female,Canada,Alberta,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701, $618 ," $1,083 "," $1,701 "
6/27/2011,27,June,2011,43,Adults (35-64),Male,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578," $2,718 "," $6,513 "," $9,231 "
6/28/2011,28,June,2011,34,Young Adults (25-34),Male,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 44",2,295,540, $479 , $590 ," $1,069 "
6/28/2011,28,June,2011,39,Adults (35-64),Female,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120, $500 ," $1,426 "," $1,926 "
6/28/2011,28,June,2011,56,Adults (35-64),Female,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",4,344,540, $309 ," $1,376 "," $1,685 "
6/28/2011,28,June,2011,37,Adults (35-64),Male,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,713,1120, $784 ," $2,139 "," $2,923 "
6/28/2011,28,June,2011,44,Adults (35-64),Female,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540, $126 , $344 , $470 
6/29/2011,29,June,2011,54,Adults (35-64),Female,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 42",4,1252,2295," $2,703 "," $5,008 "," $7,711 "
6/29/2011,29,June,2011,54,Adults (35-64),Male,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295," $1,122 "," $2,504 "," $3,626 "
6/29/2011,29,June,2011,43,Adults (35-64),Male,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 48",4,713,1120," $1,449 "," $2,852 "," $4,301 "
6/29/2011,29,June,2011,29,Young Adults (25-34),Female,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 38",4,713,1120," $1,001 "," $2,852 "," $3,853 "
6/29/2011,29,June,2011,42,Adults (35-64),Female,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",3,344,540, $232 ," $1,032 "," $1,264 "
6/29/2011,29,June,2011,20,Youth (<25),Female,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 44",4,344,540, $438 ," $1,376 "," $1,814 "
6/29/2011,29,June,2011,18,Youth (<25),Female,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578," $1,371 "," $2,171 "," $3,542 "
6/29/2011,29,June,2011,49,Adults (35-64),Male,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578," $2,742 "," $4,342 "," $7,084 "
6/30/2011,30,June,2011,17,Youth (<25),Male,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295, $745 ," $1,252 "," $1,997 "
6/30/2011,30,June,2011,62,Adults (35-64),Male,United States,California,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",1,1912,3400," $1,420 "," $1,912 "," $3,332 "
6/30/2011,30,June,2011,58,Adults (35-64),Female,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578," $1,335 "," $2,171 "," $3,506 "
6/30/2011,30,June,2011,40,Adults (35-64),Female,France,Yveline,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701, $210 ," $1,083 "," $1,293 "
6/30/2011,30,June,2011,28,Young Adults (25-34),Female,Germany,Hessen,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443, $717 ," $1,555 "," $2,272 "
6/30/2011,30,June,2011,20,Youth (<25),Male,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540, $219 , $688 , $907 
7/1/2011,1,July,2011,17,Youth (<25),Female,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Black, 52",4,295,540, $699 ," $1,180 "," $1,879 "
7/1/2011,1,July,2011,23,Youth (<25),Female,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",4,1266,2320," $3,010 "," $5,064 "," $8,074 "
7/1/2011,1,July,2011,24,Youth (<25),Female,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295, $745 ," $1,252 "," $1,997 "
7/1/2011,1,July,2011,23,Youth (<25),Male,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",3,344,540, $232 ," $1,032 "," $1,264 "
7/1/2011,1,July,2011,23,Youth (<25),Female,Germany,Hamburg,Bikes,Road Bikes,"Road-350-W Yellow, 40",3,1083,1701," $1,497 "," $3,249 "," $4,746 "
7/1/2011,1,July,2011,55,Adults (35-64),Female,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 40",4,1083,1701," $1,247 "," $4,332 "," $5,579 "
7/1/2011,1,July,2011,44,Adults (35-64),Male,Germany,Hamburg,Bikes,Road Bikes,"Road-650 Red, 62",1,487,783, $241 , $487 , $728 
7/1/2011,1,July,2011,35,Adults (35-64),Male,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701, $397 ," $1,083 "," $1,480 "
7/2/2011,2,July,2011,39,Adults (35-64),Female,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701, $312 ," $1,083 "," $1,395 "
7/2/2011,2,July,2011,33,Young Adults (25-34),Male,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",3,344,540, $556 ," $1,032 "," $1,588 "
7/2/2011,2,July,2011,43,Adults (35-64),Female,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540, $174 , $344 , $518 
7/3/2011,3,July,2011,39,Adults (35-64),Male,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",4,1252,2295," $4,080 "," $5,008 "," $9,088 "
7/3/2011,3,July,2011,52,Adults (35-64),Male,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",3,2171,3578," $4,006 "," $6,513 "," $10,519 "
7/3/2011,3,July,2011,28,Young Adults (25-34),Female,United States,Oregon,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443, $582 ," $1,519 "," $2,101 "
7/3/2011,3,July,2011,22,Youth (<25),Male,United States,California,Bikes,Road Bikes,"Road-250 Red, 44",2,1519,2443," $1,750 "," $3,038 "," $4,788 "
7/3/2011,3,July,2011,20,Youth (<25),Male,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120, $385 , $713 ," $1,098 "
7/3/2011,3,July,2011,56,Adults (35-64),Female,Germany,Saarland,Bikes,Road Bikes,"Road-250 Black, 48",4,1555,2443," $1,793 "," $6,220 "," $8,013 "
7/3/2011,3,July,2011,28,Young Adults (25-34),Female,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443, $375 ," $1,555 "," $1,930 "
7/3/2011,3,July,2011,37,Adults (35-64),Male,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443, $448 ," $1,555 "," $2,003 "
7/3/2011,3,July,2011,51,Adults (35-64),Female,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540, $185 , $344 , $529 
7/3/2011,3,July,2011,40,Adults (35-64),Male,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120, $172 , $713 , $885 
7/3/2011,3,July,2011,30,Young Adults (25-34),Male,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540, $126 , $344 , $470 
